x,close
2016-12-30,5.62
2016-12-29,5.67
2016-12-28,5.59
2016-12-27,5.56
2016-12-26,5.56
2016-12-23,5.59
2016-12-22,5.72
2016-12-21,5.74
2016-12-20,5.73
2016-12-19,5.79
2016-12-16,5.79
2016-12-15,5.81
2016-12-14,5.77
2016-12-13,5.86
2016-12-12,5.82
2016-12-09,6.09
2016-12-08,6.09
2016-12-07,6.14
2016-12-06,6.02
2016-12-05,6.08
2016-12-02,6.06
2016-12-01,6.2
2016-11-30,6.12
2016-11-29,6.4
2016-11-28,6.67
2016-11-25,6.5
2016-11-24,6.5
2016-11-23,6.4
2016-11-22,6.58
2016-11-21,6.46
2016-11-18,6.42
2016-11-17,6.53
2016-11-16,6.49
2016-11-15,6.69
2016-11-14,6.85
2016-11-11,6.75
2016-11-10,6.14
2016-11-09,5.9
2016-11-08,5.99
2016-11-07,6.05
2016-11-04,5.95
2016-11-03,5.96
2016-11-02,5.94
2016-11-01,6.12
2016-10-31,6.13
2016-10-28,5.78
2016-10-27,5.88
2016-10-26,5.91
2016-10-25,5.95
2016-10-24,5.73
2016-10-21,5.61
2016-10-20,5.68
2016-10-19,5.64
2016-10-18,5.61
2016-10-17,5.55
2016-10-14,5.59
2016-10-13,5.57
2016-10-12,5.57
2016-10-11,5.62
2016-10-10,5.57
2016-09-30,5.45
2016-09-29,5.43
2016-09-28,5.4
2016-09-27,5.44
2016-09-26,5.39
2016-09-23,5.58
2016-09-22,5.54
2016-09-21,5.55
2016-09-20,5.53
2016-09-19,5.55
2016-09-14,5.44
2016-09-13,5.5
2016-09-12,5.48
2016-09-09,5.71
2016-09-08,5.79
2016-09-07,5.85
2016-09-06,5.87
2016-09-05,5.86
2016-09-02,5.7
2016-09-01,5.58
2016-08-31,5.67
2016-08-30,5.66
2016-08-29,5.65
2016-08-26,5.67
2016-08-25,5.68
2016-08-24,5.79
2016-08-23,5.78
2016-08-22,5.77
2016-08-19,5.92
2016-08-18,5.99
2016-08-17,6.02
2016-08-16,5.99
2016-08-15,5.95
2016-08-12,5.86
2016-08-11,5.8
2016-08-10,5.97
2016-08-09,5.89
2016-08-08,5.89
2016-08-05,5.71
2016-08-04,5.71
2016-08-03,5.73
2016-08-02,5.74
2016-08-01,5.7
2016-07-29,5.62
2016-07-28,5.71
2016-07-27,5.74
2016-07-26,6.08
2016-07-25,5.94
2016-07-22,5.93
2016-07-21,6.11
2016-07-20,6.15
2016-07-19,6.16
2016-07-18,6.15
2016-07-15,6.16
2016-07-14,6.36
2016-07-13,6.42
2016-07-12,6.4
2016-07-11,6.23
2016-07-08,6.15
2016-07-07,6.3
2016-07-06,6.28
2016-07-05,6.34
2016-07-04,6.18
2016-07-01,5.62
2016-06-30,5.64
2016-06-29,5.65
2016-06-28,5.75
2016-06-27,5.71
2016-06-24,5.49
2016-06-23,5.66
2016-06-22,5.63
2016-06-21,5.12
2016-06-20,5.21
2016-06-17,5.35
2016-06-16,5.12
2016-06-15,5.08
2016-06-14,4.94
2016-06-13,4.81
2016-06-08,5.11
2016-06-07,5.23
2016-06-06,5.21
2016-06-03,5.25
2016-06-02,5.28
2016-06-01,5.14
2016-05-31,5.07
2016-05-30,4.86
2016-05-27,4.91
2016-05-26,4.95
2016-05-25,4.97
2016-05-24,5.03
2016-05-23,5.03
2016-05-20,4.98
2016-05-19,4.9
2016-05-18,4.84
2016-05-17,5.13
2016-05-16,5.07
2016-05-13,4.99
2016-05-12,5.08
2016-05-11,5.18
2016-05-10,5.2
2016-05-09,5.36
2016-05-06,5.74
2016-05-05,6.14
2016-05-04,6.11
2016-05-03,6.22
2016-04-29,6.09
2016-04-28,6.17
2016-04-27,6.16
2016-04-26,6.29
2016-04-25,6.32
2016-04-22,6.14
2016-04-21,6.26
2016-04-20,5.91
2016-04-19,6.25
2016-04-18,6.29
2016-04-15,6.56
2016-04-14,6.65
2016-04-13,6.49
2016-04-12,5.9
2016-04-11,5.84
2016-04-08,5.45
2016-04-07,5.5
2016-04-06,5.68
2016-04-05,5.76
2016-04-01,5.72
2016-03-31,5.37
2016-03-30,5.4
2016-03-29,5.24
2016-03-28,5.15
2016-03-25,5.3
2016-03-24,5.33
2016-03-23,5.45
2016-03-22,5.48
2016-03-21,5.58
2016-03-18,5.42
2016-03-17,5.18
2016-03-16,5.0
2016-03-15,4.97
2016-03-14,5.12
2016-03-11,4.95
2016-03-10,4.98
2016-03-09,5.12
2016-03-08,5.67
2016-03-07,5.8
2016-03-04,5.79
2016-03-03,6.15
2016-03-02,5.86
2016-03-01,5.33
2016-02-29,5.28
2016-02-26,4.8
2016-02-25,4.6
2016-02-24,5.08
2016-02-23,5.01
2016-02-22,4.81
2016-02-19,4.61
2016-02-18,4.68
2016-02-17,4.71
2016-02-16,4.71
2016-02-15,4.58
2016-02-05,4.44
2016-02-04,4.42
2016-02-03,4.26
2016-02-02,4.3
2016-02-01,4.1
2016-01-29,4.3
2016-01-28,4.17
2016-01-27,4.43
2016-01-26,4.63
2016-01-25,5.14
2016-01-22,5.14
2016-01-21,5.15
2016-01-20,5.72
2016-01-19,6.35
2016-01-18,7.05
2016-01-15,7.05
2016-01-14,7.05
2016-01-13,7.05
2016-01-12,7.05
2016-01-11,7.05
2016-01-08,7.05
2016-01-07,7.05
2016-01-06,7.05
2016-01-05,7.05
2016-01-04,7.05
